bankcd,banknm,rivnm,rivdv,banklr,staddr,stchm,stchs,edaddr,edchm,edchs,len,plfwv,plfwl,plrivwith,bankwith,inslp,outslp,sttmx,sttmy,edtmx,edtmy,outstn,instn,gatecnt,pgatecnt,pipecnt,pumtcnt,bodysf,etcsf,mngrdtp,bkrdtp,hgebmttp,hgebmtst,bedtp,bedst,lwebmttp,lwebmtst,waystn,crstp,bedsoil
100001010000,가래여울제,한강,국가,좌,경기도 하남시 선동 268-4번지선,141,252,서울시 강동구 고덕동,137,10,2243,37000,19.84~20.08,944~928,7,,1:2.0,215731,452979,213936,452038,농경지,"농경지, 주거지",0,3,1,,양호,,,아스팔트,호안블록,양호,사석,양호,호안블록,양호,직선부,복단면,사질토
100001010001,강남제,한강,국가,좌,서울시 강남구 삼성1동,115,465,서울시 강남구 압구정1동,107,115,5270,37000,15.74~17.87,1065~1275,17.4,,1:2.0,205764,446216,202287,447972,,"도로, 주거지",0,16,90,,양호,,,아스팔트,호안블록,양호,사석,양호,호안블록,양호,사행부,복단면,사질토
100001010002,강남제,한강,국가,좌,서울시 강남구 압구정1동,107,115,서울시 서초구 반포본동,97,115,3770,37000,15.74~17.87,1065~1275,17.4,,1:2.0,202287,447972,198138,444640,,"도로, 주거지",0,16,90,,양호,,,아스팔트,호안블록,양호,사석,양호,호안블록,양호,사행부,복단면,사질토
100001010003,강상제,한강,국가,좌,경기도 양평군 강상면 교평리,55,50,경기도 양평군 강상면 교평리,51,200,1700,15600,33.09~33.66,625~665,4,1:2.0,1:2.0,243322,440986,242889,442420,농경지,농경지,0,1,0,1,보통,제정폭 부족,비포장,,돌망태,양호,,,,,직선부,복단면,사질토
100001010004,개화제,한강,국가,좌,서울시 강서구 가양1동,67,155,서울시 강서구 방화2동,57,285,3790,37000,11.52~12.39,1164~1410,29,,1:2.5,185860,452686,182278,454488,"농경지, 체육시설","주거지, 지하철차량기지",0,8,19,,양호,,,아스팔트,호안블록,양호,사석,양호,호안블록,양호,직선부,복단면,사질토
100001010005,계신제,한강,국가,좌,경기도 여주군 금사면 계신리,83,90,경기도 여주군 금사면 계신리,79,20,1120,15600,36.86~37.39,765~885,7,1:2.0,1:2.0,247765,430594,247348,432254,농경지,농경지,0,2,4,,보통,재방고 부족,비포장,,"사석, 돌망태",양호,,,,,직선부,복단면,사질토
100001010006,고촌제,한강,국가,좌,경기도 김포시 고촌면 풍곡리,46,135,경기도 김포시 고촌면 풍곡리,44,10,800,37000,10.56~10.58,1404~1574,13,1:2.0,1:2.0,179603,457236,178881,457612,농경지,"농경지, 주거지",0,0,2,,양호,,,아스팔트,호안블록,보통,,,사석,보통,직선부,복단면,사질토
100001010007,금능제,한강,국가,좌,충청북도 충주시 목행동,250,0,충청북도 충주시 목행동,244,180,2500,,71.39~72.61,430~675,7,1:2.0,1:2.0,281310,389421,280216,387974,시민체육공원,"주거지, 농경지",0,2,0,,양호,제외측 경사부족,,아스팔트,돌망태,보통,,,,,직선부,복단면,사질토
100001010008,금사제,한강,국가,좌,경기도 여주군 금사면 금사리,72,50,경기도 여주군 금사면 금사리,70,200,2714,15600,35.73~35.90,650~780,4,1:2.0,1:2.0,246309,434765,246720,435461,농경지,농경지,0,0,1,,보통,"제정폭, 제방고 부족",비포장,,무호안,,,,,,직선부,복단면,사질토
100001010009,김포제,한강,국가,좌,경기도 김포시 고촌면 풍곡리,43,420,경기도 김포시 김포1동,29,20,6013,37000,9.97~10.19,1480~1803,13,1:2.0,1:2.0,178833,457622,173807,460567,군작전 지역,"농경지, 주거지",0,5,2,4,양호,,,아스팔트,호안블록,불량,,,사석,보통,직선부,복단면,사질토
100001010010,누산제,한강,국가,좌,경기도 김포시 양촌면 누산리,19,110,경기도 김포시 양촌면 누산리,17,470,1350,37000,8.51~8.75,1829~1853,8,1:2.0,1:2.0,169383,464469,169934,465494,군작전 지역,"농경지, 주거지",0,1,0,1,양호,,,아스팔트,돌망태,보통,,,사석,보통,직선부,복단면,사질토
100001010012,단암제,한강,국가,좌,충청북도 충주시 앙성면 단암리,168,310,충청북도 충주시 앙성면 단암리,159,0,3480,13900,51.94~53.88,395~515,7,1:2.0,1:2.0,266611,408470,265875,412362,농경지,"농경지, 주거지",0,3,17,,양호,일부구간 게다블록 함몰,비포장,,게다블록,보통,,,,,직선부,복단면,사질토
100001010013,등촌제,한강,국가,좌,서울시 강서구 가양3동,73,400,서울시 강서구 가양1동,67,155,3100,37000,12.39~13.04,1090~1164,29,,1:2.5,188293,450867,185860,452686,,주거지,0,4,32,,양호,,,아스팔트,호안블록,양호,사석,양호,호안블록,양호,직선부,복단면,사질토
100001010015,미사제,한강,국가,좌,경기도 하남시 풍산동,157,10,경기도 하남시 풍산동,143,400,5100,37000,20.28~21.07,740~1851,7,1:2.0,1:2.0,219208,449679,216296,453176,공원,주거지,0,2,28,,양호,저수호안 일부 파손,,,호안블록,양호,,,호안블록+어소블록,보통,직선부,복단면,사질토
100001010016,병산제,한강,국가,좌,경기도 양평군 강상면 병산리,51,200,경기도 양평군 강상면 병산리,50,300,400,15600,32.88~33.03,640~700,4,1:2.0,1:2.0,242641,442677,242838,442460,농경지,농경지,0,0,1,,보통,제정폭 부족,비포장,,호안블록,양호,,,,,사행부,복단면,사질토
100001010017,부평1제,한강,국가,좌,경기도 김포시 고촌면 신곡리,52,225,경기도 김포시 고촌면 신곡리,50,430,826,37000,10.95~11.20,1496~1546,13,1:2.0,1:2.0,181589,455799,181059,456292,잡초지,"농경지, 주거지",0,2,0,,양호,,,아스팔트,호안블록,보통,,,사석,보통,직선부,복단면,사질토
100001010018,부평2제,한강,국가,좌,경기도 김포시 고촌면 전호리,57,285,경기도 김포시 고촌면 전호리,54,290,1412,37000,11.21~11.48,1240~1974,13,1:2.0,1:2.0,182228,454410,181089,456080,농경지,"농경지, 주거지",0,0,0,,양호,,,아스팔트,호안블록,보통,,,사석,보통,사행부,복단면,사질토
100001010019,석탄제,한강,국가,좌,경기도 김포시 하성면 석탄리,14,400,경기도 김포시 하성면 석탄리,6,345,3610,37000,7.40~8.22,1628~1820,7,1:2.0,1:1.0,170107,467018,170405,470065,군작전 지역,"농경지, 주거지",0,1,0,1,양호,,비포장,,돌붙임,양호,,,,,직선부,복단면,사질토
100001010020,선동제,한강,국가,좌,경기도 하남시 풍산동,143,400,경기도 하남시 풍산동,141,400,1295,37000,20.12~20.28,913~1495,20,1:2.0,1:2.0,216291,453174,215717,452981,고수부지,주거지,0,0,2,,양호,,,아스팔트,호안블록,양호,,,호안블록+어소블록,보통,사행부,복단면,사질토
100001010021,신곡좌안무명제,한강,국가,좌,경기도 김포시 고촌면 신곡리,50,365,경기도 김포시 고촌면 신곡리,47,235,1400,37000,,,,,,180918,456222,179795,456883,,,0,2,0,,,,,,,,,,,,,,
100001010022,신장1제,한강,국가,좌,경기도 하남시 천현동,159,185,경기도 하남시 신장2동,157,75,927,37000,21.08~21.09,705~1469,20,1:2.0,1:2.0,220466,449134,219300,449590,공원,주거지,0,0,14,,양호,,,아스팔트,무호안,,,,호안블록+어소블록,보통,직선부,복단면,사질토
100001010023,신장2제,한강,국가,좌,경기도 하남시 천현동,160,305,경기도 하남시 천현동,159,250,395,37000,21.09~21.18,575~713,20,1:2.0,1:2.0,220992,448923,220532,449108,공원,주거지,0,2,4,,양호,,,아스팔트,무호안,,,,호안블록+어소블록,보통,직선부,복단면,사질토
100001010024,신진제,한강,국가,좌,경기도 여주군 여주읍 신천리,127,270,경기도 여주군 여주읍 신천리,124,125,1172,15600,44.96~45.50,435~675,,1:2.0,1:2.0,260078,420431,259089,421393,농경지,농경지,0,1,0,,보통,제정폭 부족,비포장,,무호안,,,,,,사행부,복단면,사질토
100001010025,양촌제,한강,국가,좌,경기도 김포시 김포2동,22,140,경기도 김포시 양촌면 누산리,19,110,2200,37000,8.86~9.00,1378~1829,8,1:2.0,1:2.0,171274,462617,169378,465602,군작전 지역,"농경지, 주거지",0,2,0,,양호,,,아스팔트,호안블록,보통,,,사석,보통,사행부,복단면,사질토
100001010026,양화제,한강,국가,좌,서울시 강서구 염창동,77,260,서울시 강서구 염창동,76,5,430,37000,13.38~13.62,1121~1296,29,,1:2.5,189745,449815,189202,450132,,"정수장, 취수장",0,0,10,,양호,,,아스팔트,호안블록,양호,사석,양호,호안블록,양호,직선부,복단면,사질토
100001010027,양화제,한강,국가,좌,서울시 영등포구 양평2동,78,30,서울시 강서구 염창동,77,260,530,37000,13.38~13.62,1121~1296,29,,1:2.5,190087,449537,189745,449815,,"정수장, 취수장",0,0,10,,양호,,,아스팔트,호안블록,양호,사석,양호,호안블록,양호,직선부,복단면,사질토
100001010028,여주제,한강,국가,좌,경기도 여주군 여주읍 하리,116,0,경기도 여주군 여주읍 하리,110,100,2859,15600,41.99~42.94,500~890,10,1:2.0,1:2.0,257303,421715,255051,422218,농경지,주거지,0,5,13,1,양호,일부구간 침하,,아스팔트,호안블록,보통,,,,,사행부,복단면,사질토
100001010029,염창제,한강,국가,좌,서울시 강서구 염창동,75,290,서울시 강서구 염창동,73,400,770,37000,13.04~13.27,1263~1090,29,,1:2.5,188948,450212,188293,450867,,주거지,0,10,2,,양호,,,아스팔트,호안블록,양호,사석,양호,호안블록,양호,직선부,복단면,사질토
100001010030,영등포제,한강,국가,좌,서울시 동작구 본동,92,420,서울시 영등포구 양평2동,78,55,7900,37000,13.62~15.24,1059~1121,,,1:2.5,196080,445786,190095,449533,시민공원,주거지,0,6,132,,양호,,,아스팔트,호안블록,양호,사석,양호,호안블록,양호,사행부,복단면,사질토
100001010031,외평제,한강,국가,좌,경기도 여주군 금사면 외평리,73,200,경기도 여주군 금사면 외평리,72,100,960,15600,35.90~36.18,650~670,4,1:2.0,1:2.0,247130,434460,246638,434669,농경지,농경지,0,1,0,,양호,,비포장,,호안블록+사석,양호,,,,,직선부,복단면,사질토
100001010032,운양제,한강,국가,좌,경기도 김포시 김포2동,28,260,경기도 김포시 김포2동,22,140,3159,37000,9.09~9.96,1177~1808,8,1:2.0,1:2.0,173485,461199,171296,462619,군작전 지역,"농경지, 주거지",0,2,0,,양호,,,아스팔트,호안블록,보통,,,사석,보통,직선부,복단면,사질토
100001010033,윤중제,한강,국가,좌,서울시 영등포구 여의도동 7-1번지선,90,60,서울시 영등포구 여의도동 8-1,83,140,6950,37000,14.31~15.04,1082~1242,,,1:2.0,194697,446321,192136,447927,시민공원,주거지,0,2,67,,양호,,,아스팔트,호안블록,양호,사석,양호,호안블록,양호,사행부,복단면,사질토
100001010034,잠실방수제,한강,국가,좌,서울시 송파구 잠실4동,121,195,서울시 송파구 잠실1동,116,195,4710,37000,18.01~18.53,1129~1526,17.4,,1:2.0,208941,446819,206077,446262,시민공원,"도로, 주거지",0,1,43,,양호,,,아스팔트,호안블록,양호,사석,양호,호안블록,양호,사행부,복단면,사질토
100001010035,전류제,한강,국가,좌,경기도 김포시 하성면 석탄리,16,290,경기도 김포시 하성면 전류리,14,400,870,37000,8.29~8.46,1888~1940,8,1:2.0,1:2.0,170241,466116,170082,466962,군작전 지역,"농경지, 주거지",0,3,1,,보통,,비포장,,호안블록,양호,,,사석,불량,직선부,복단면,사질토
100001010036,천호제,한강,국가,좌,서울시 강동구 암사3동,133,430,서울시 강동구 천호2동,125,375,3600,37000,18.89~19.48,964~1054,17.4,,1:2.0,212184,451753,210358,448791,시민공원,"농경지, 주거지",0,6,24,,양호,,,아스팔트,호안블록,양호,사석,양호,호안블록,양호,사행부,복단면,사질토
100001010037,풍납제,한강,국가,좌,서울시 송파구 풍납1동,125,340,서울시 송파구 잠실4동,121,350,1240,37000,18.57~18.89,1054~1287,17.4,,1:2.0,210329,448767,209042,446914,시민공원,"도로, 주거지",0,0,26,,양호,,,아스팔트,호안블록,양호,사석,양호,호안블록,양호,직선부,복단면,사질토
100001010038,하일제,한강,국가,좌,서울시 강동구 고덕2동,137,35,서울시 강동구 고덕1동,135,435,581,37000,19.65~19.77,992~1010,,,1:2.0,213892,452012,213102,451607,농경지,"농경지, 주거지",0,2,4,,양호,,,아스팔트,호안블록,양호,사석,양호,호안블록,양호,사행부,복단면,사질토
100001010039,후평제,한강,국가,좌,경기도 김포시 하성면 후평리,6,345,경기도 김포시 하성면 후평리,0,0,3126,37000,7.00~7.28,1400~2403,7,1:2.0,1:1.0,170397,470130,169319,472294,군작전 지역,"농경지, 주거지",0,3,0,,양호,,비포장,,돌붙임,양호,,,,,직선부,단단면,사질토
100001010040,능암1제,한강,국가,좌,충청북도 충주시 앙성면 능암리,,,충청북도 충주시 가금면 봉황리,,,1400,,,,,1:2.0,1:2.0,274357,397705,273636,398192,하천부지,주거지,2,0,0,0,양호,,비포장,,돌망태,보통,,,,,직선부,단단면,"자갈,모래"
100001010041,능암2제,한강,국가,좌,충청북도 충주시 가금면 가흥리,,,충청북도 충주시 가금면 봉황리,,,1669,,,,,1:2.0,1:2.0,276013,397597,274505,397707,농경지,농경지,1,0,1,0,양호,,비포장,,돌망태,보통,,,,,직선부,단단면,"자갈,모래"
100001010042,강천제,한강,국가,좌,충청북도 충주시 앙성면 강천리,,,충청북도 충주시 앙성면 강천리,,,1366,,,,7,1:2.0,1:2.0,267240,407387,266795,407476,하천부지,농경지,0,0,1,0,양호,,비포장,,호안블록,보통,,,,,사행부,단단면,"자갈,모래"
100001020000,강변3로제,한강,국가,우,서울시 용산구 서빙고동,100,300,서울시 용산구 이촌1동,92,445,3104,37000,15.24~16.10,1114~1059,20,,1:2.0,199368,446362,196521,446612,시민공원,"도로, 주거지",0,3,22,,양호,,,아스팔트,"호안블록, 돌쌓기",양호,사석,양호,,,사행부,복단면,사질토
100001020001,광장제,한강,국가,우,서울시 광진구 광장동,126,430,서울시 광진구 광장동,126,20,363,37000,18.95,1060,7,,1:2.5,209757,449972,209626,449602,,"주거지, 상가",0,0,7,,양호,,,아스팔트,호안블록,양호,사석,양호,호안블록,양호,직선부,복단면,사질토
100001020002,구의제,한강,국가,우,서울시 광진구 광장동,125,175,서울시 광진구 자양2동,120,220,2500,37000,18.47~18.85,901~1104,20,,1:2.0,209429,449115,207933,447503,,"주거지, 상가",0,4,5,,양호,,,아스팔트,호안블록,양호,사석,양호,호안블록,양호,직선부,복단면,사질토
100001020003,금당제,한강,국가,우,경기도 여주군 북내면 천송리,122,400,경기도 여주군 북내면 천송리,121,450,1300,15600,44.80~44.96,810~975,,1:2.0,1:2.0,260372,421783,260018,422542,농경지,농경지,0,2,0,,양호,,비포장,,돌망태,양호,,,,,사행부,단단면,사질토
100001020004,난지제,한강,국가,우,서울시 마포구 망원동 1537-4번지선,70,200,경기도 고양시 덕양구 현천동,63,98,6400,37000,12.03~12.71,1141~1608,51,1:2.0,1:2.0,190336,450745,185184,454697,농경지,"농경지, 주거지",0,5,45,,보통,일부 구간만 호안 존치,,아스팔트,호안블록,양호,,,,,직선부,복단면,사질토
100001020005,대신제,한강,국가,우,경기도 여주군 대신면 남리,97,150,경기도 여주군 대신면 남리,81,0,2900,15600,37.14~39.86,610~1155,,1:2.0,1:2.0,252815,427549,248068,433514,농경지,농경지,0,0,0,,양호,,,,"호안블록, 돌망태",양호,,,,,사행부,복단면,사질토
100001020006,대신제,한강,국가,우,경기도 여주군 대신면 남리,97,150,경기도 여주군 대신면 남리,81,0,5500,15600,37.14~39.86,610~1155,,1:2.0,1:2.0,252815,427549,248068,433514,농경지,농경지,0,0,0,,양호,,,,"호안블록, 돌망태",양호,,,,,사행부,복단면,사질토
100001020007,동량제,한강,국가,우,충청북도 충주시 동량면 조리,264,200,충청북도 충주시 동량면 조리,263,30,595,,76.02~76.12,385~430,7,1:2.0,1:2.0,285334,392002,285802,391673,,"농경지, 주거지",0,1,0,,양호,,,아스팔트,게다블록,양호,돌망태,양호,,,사행부,복단면,사질토
100001020008,뚝도제,한강,국가,우,서울시 성동구 성수1동1가,108,180,서울시 성동구 성수1동1가,108,95,250,37000,17.05~18.34,1197~1201,20,,,202657,448845,202596,449005,시민공원,"도로, 주거지",0,4,35,,양호,,,아스팔트,호안블록,양호,사석,양호,호안블록,양호,사행부,복단면,사질토
100001020009,뚝도제,한강,국가,우,서울시 광진구 자양2동,119,425,서울시 성동구 성수1동1가,108,180,5560,37000,17.05~18.34,1197~1201,20,,,207745,447358,202657,448845,시민공원,"도로, 주거지",0,4,35,,양호,,,아스팔트,호안블록,양호,사석,양호,호안블록,양호,사행부,복단면,사질토
100001020010,마포제,한강,국가,우,서울시 용산구 이촌2동,92,445,서울시 마포구 합정동,79,260,6350,37000,13.74~15.24,1059~1249,20,,1:2.0,196517,446613,191245,449887,시민공원,"도로, 주거지",0,12,74,,양호,,,아스팔트,호안블록,양호,,,옹벽,양호,사행부,복단면,사질토
100001020011,망원제,한강,국가,우,서울시 마포구 망원1동,79,260,서울시 마포구 망원2동,77,355,1490,37000,13.48~13.74,1249~1180,20,,1:2.0,191235,449891,190491,450705,시민공원,주거지,0,1,15,,양호,,,아스팔트,호안블록,양호,사석,양호,호안블록,양호,직선부,복단면,사질토
100001020012,목계제,한강,국가,우,충청북도 충주시 엄정면 목계리,213,0,충청북도 충주시 엄정면 목계리,211,170,300,,62.58~62.91,535~635,7,1:2.0,1:2.0,278488,397567,278935,397264,농경지,주거지,0,1,0,,양호,,,아스팔트,호안블록,양호,,,,,사행부,공사중,사질토
100001020013,문발제,한강,국가,우,경기도 파주시 교하면 송촌리,15,245,경기도 파주시 교하면 송촌리,0,0,6222,37000,7.00~8.29,1440~2403,51,1:2.0,1:2.0,172007,465947,172408,472764,군사 시설,"농경지, 주거지",0,2,52,1,보통,호안블록 대부분 노후,,아스팔트,호안블록,보통,,,,,직선부,복단면,사질토
100001020014,법천제,한강,국가,우,강원도 원주시 부론면 법천리,160,50,강원도 원주시 부론면 흥호리,153,120,3450,13900,50.62~52.18,905~395,7,1:2.0,1:2.0,266771,411752,266261,414500,농경지,농경지,0,3,7,,양호,,비포장,,게다블록,양호,돌망태,양호,,,사행부,단단면,사질토
100001020015,법흥제,한강,국가,우,경기도 파주시 탄현면 법흥리,-1,0,경기도 파주시 탄현면 법흥리,-2,400,1310,37000,6.4,,51,1:2.0,1:2.0,172220,474044,172882,472849,군사 시설,"농경지, 주거지",0,0,0,,양호,,,아스팔트,호안블록,보통,,,,,직선부,복단면,사질토
100001020016,삼패제,한강,국가,우,경기도 남양주시 와부읍 덕소리,147,175,경기도 남양주시 양정동,143,445,1883,37000,20.28~20.33,774~1495,22,1:2.0,1:2.0,218120,453787,216124,454620,,"농경지, 주거지",0,1,19,,양호,,,아스팔트,호안블록,양호,,,호안블록+사석,양호,사행부,복단면,사질토
100001020017,앙덕제,한강,국가,우,경기도 양평군 개군면 앙덕리,63,0,경기도 양평군 개군면 앙덕리,60,0,1940,15600,34.48~34.60,555~820,,1:2.0,1:2.0,245064,437771,245047,439197,농경지,농경지,0,1,0,1,양호,,비포장,,호안블록+사석밑다짐,양호,,,,,사행부,복단면,사질토
100001020018,양촌제,한강,국가,우,충청북도 충주시 소태면 양촌리,215,40,충청북도 충주시 소태면 양촌리,214,0,720,,63.15~63.18,650~850,7,1:2.0,1:2.0,277085,398422,278177,397676,농경지,농경지,0,0,0,,양호,,,,,,,,,,사행부,공사중,사질토
100001020019,양평제,한강,국가,우,경기도 양평군 양평읍 양근리,51,50,경기도 양평군 양평읍 양근리,49,100,1810,15600,32.72~33.09,625~700,7,1:2.0,1:2.0,243338,442868,241856,444315,산책로,주거지,0,1,13,3,양호,,,아스팔트,호안블록,보통,,,,,사행부,복단면,사질토
100001020020,오금제,한강,국가,우,경기도 여주군 북내면 현암리,107,400,경기도 여주군 북내면 현암리,107,100,400,15600,41.63~41.79,810~975,7,1:2.0,1:2.0,255510,424075,255193,424325,농경지,농경지,0,0,0,,보통,제정폭 부족,비포장,,호안블록+돌망태,양호,,,,,직선부,복단면,사질토
100001020021,왕숙제,한강,국가,우,경기도 남양주시 지금동,141,370,경기도 남양주시 지금동,139,95,951,37000,20.01~20.12,913~1076,22,1:2.0,1:2.0,215348,453775,214386,453401,,"농경지, 주거지",0,0,7,1,양호,,,아스팔트,호안블록,보통,,,호안블록+어소블록,보통,직선부,복단면,사질토
100001020022,용교제,한강,국가,우,충청북도 충주시 동량면 용교리,261,250,충청북도 충주시 동량면 용교리,253,300,3930,,73.24~75.12,380~545,7,1:2.0,1:2.0,281652,391456,285214,392004,농경지,"농경지, 주거지",0,2,7,,양호,,비포장,,게다블록,양호,돌망태,양호,,,직선부,복단면,사질토
100001020023,일산제,한강,국가,우,경기도 고양시 덕양구 행주동,57,315,경기도 고양시 일산구 송산동,15,245,19200,37000,8.29~11.48,1177~1974,51,1:2.0,1:2.0,183551,455672,172007,465944,군사 시설,"농경지, 주거지",0,5,139,3,보통,호안블록 대부분 노후,,아스팔트,호안블록,보통,,,사석,보통,직선부,복단면,사질토
100001020024,작골제,한강,국가,우,경기도 파주시 탄현면 법흥리,-2,400,경기도 파주시 탄현면 법흥리,-3,400,500,37000,6.4,,51,1:2.0,1:2.0,172074,473790,171795,474245,군사 시설,"농경지, 주거지",0,0,0,,보통,호안블록 대부분 노후,,,호안블록,보통,,,,,직선부,복단면,사질토
100001020025,조동제,한강,국가,우,충청북도 충주시 동량면 조리,265,100,충청북도 충주시 동량면 조리,264,250,220,12400,76.13~76.19,305~385,7,1:2.0,1:2.0,285864,391596,285920,391525,,"농경지, 주거지",0,0,0,,양호,,,아스팔트,게다블록,양호,돌망태,양호,,,직선부,복단면,사질토
100001020026,창대제,한강,국가,우,경기도 양평군 양평읍 창대리,54,0,경기도 양평군 양평읍 창대리,52,0,1810,15600,33.19~33.50,650~665,7,1:2.0,1:2.0,243886,442274,243709,442559,농경지,농경지,0,4,1,,양호,,비포장,,게다블록,양호,,,,,사행부,복단면,사질토
100001020027,토평제,한강,국가,우,경기도 구리시 수택3동,138,415,경기도 구리시 교문1동,129,125,4636,37000,19.16~20.01,801~1076,22,1:2.0,1:2.0,214200,453422,210053,450976,농경지,"농경지, 주거지",0,6,16,1,양호,,,아스팔트,호안블록,보통,,,호안블록+어소블록,보통,직선부,복단면,사질토
100001020028,팔당제,한강,국가,우,경기도 남양주시 와부읍 팔당리,160,60,경기도 남양주시 와부읍 팔당리,156,120,1810,37000,21.07~21.18,575~1851,22,1:2.0,1:2.0,221110,449529,220499,450982,,"농경지, 주거지",0,2,9,,양호,,,아스팔트,호안블록,양호,,,호안블록+사석,양호,직선부,복단면,사질토
100001020029,한남제,한강,국가,우,서울시 성동구 금호동4가동,107,425,서울시 용산구 서빙고동,100,360,4250,37000,16.10~17.05,1201~1114,29,,1:2.0,202119,449152,199411,446399,,"도로, 주거지",0,5,14,,양호,,,아스팔트,돌쌓기,양호,,,옹벽,양호,사행부,복단면,사질토
100001020030,현암제,한강,국가,우,경기도 여주군 북내면 오학리,115,350,경기도 여주군 북내면 오학리,109,150,2460,15600,41.89~42.89,500~1340,7,1:2.0,1:2.0,257468,422189,255837,423683,농경지,농경지,0,3,1,1,보통,제정폭 부족,비포장,,호안블록,양호,,,,,직선부,복단면,사질토
100087010000,가주제,달천,국가,좌,충청북도 충주시 가주동,29,130,충청북도 충주시 가주동,24,170,1585,,71.93~72.12,320~720,5,1:2.0,1:2.0,279337,382274,278753,382644,농경지,"농경지, 주거지",0,5,6,,양호,,,콘크리트,호안블록,양호,사석,양호,,,사행부,복단면,사질토
100087010001,좌안제,달천,국가,좌,충청북도 충주시 용관동,22,0,충청북도 충주시 용두동,8,0,2670,,71.23~71.74,248~320,5,1:2.0,1:2.0,279127,384033,278462,386079,,"농경지, 주거지",0,2,4,1,양호,,비포장,,돌망태,보통,사석,양호,,,직선부,복단면,사질토
100087010002,창동제,달천,국가,좌,충청북도 충주시 가금면 창동리,7,170,충청북도 충주시 가금면 창동리,0,0,1514,,71.08~71.23,375~580,5,1:2.0,1:2.0,278786,386279,278796,387824,농경지,"농경지, 주거지",0,1,2,1,양호,,,콘크리트,게다블록,보통,사석,양호,,,직선부,복단면,사질토
100087010003,풍동제,달천,국가,좌,충청북도 충주시 풍동,40,100,충청북도 충주시 풍동,29,130,2140,,72.12~73.99,270~460,5,1:2.0,1:2.0,282247,382111,279347,382270,,"농경지, 주거지",0,1,5,,보통,제방사면 일부 붕괴,,콘크리트,무호안,,,,옹벽+장방형호안,양호,직선부,복단면,사질토
100087020000,상단제,달천,국가,우,충청북도 충주시 단월동,41,60,충청북도 충주시 단월동,37,110,720,,73.57~74.17,270~290,5,1:2.0,1:2.0,281879,382462,281083,382737,,"농경지, 주거지",0,1,2,,양호,,,아스팔트,돌망태,양호,,,,,직선부,복단면,사질토
100087020001,우안제,달천,국가,우,충청북도 충주시 단월동,37,0,충청북도 충주시 달천동,3,100,6590,,71.15~73.50,248~720,5,1:2.0,1:2.0,280171,382759,279730,387024,,"농경지, 주거지",0,3,6,,양호,,비포장,아스팔트,"돌붙임,게다블록, 돌망태",보통,사석,양호,,,"직선부,사행부",복단면,사질토
100087020002,탄금제,달천,국가,우,충청북도 충주시 탄금동,3,0,충청북도 충주시 탄금동,0,0,573,,71.08~71.14,375~580,5,1:2.0,1:2.0,279564,387289,279311,387762,,농경지,0,1,1,1,양호,,비포장,,호안블록,보통,사석,보통,,,직선부,단단면,사질토
100133010006,법천제,섬강,국가,좌,강원도 원주시,0,0,강원도 원주시,0,490,490,7770,49.26~49.70,,,1:3.0,,,,,,,,,,,,,,,,,,,,,,,,
100133010007,후용제,섬강,국가,좌,강원도 원주시,5,0,강원도 원주시,8,930,4800,7770,53.46~55.55,,,1:3.0,,,,,,,,,,,,,,,,,,,,,,,,
100133010008,포진제,섬강,국가,좌,강원도 원주시,9,90,강원도 원주시,11,900,3776,,55.76~58.63,,,1:2.0,,,,,,,,,,,,,,,,,,,,,,,,
100133010009,건등제,섬강,국가,좌,강원도 원주시,12,0,강원도 원주시,13,480,1664,7220,58.87~60.03,,,1:2.0,,,,,,,,,,,,,,,,,,,,,,,,
100133010010,동화제,섬강,국가,좌,강원도 원주시,14,853,강원도 원주시,16,535,2038,7220,63.81~64.67,,,1:2.0,,,,,,,,,,,,,,,,,,,,,,,,
100133010011,간현제,섬강,국가,좌,강원도 원주시,17,130,강원도 원주시,18,850,1849,6420,65.18~67.06,,,1:2.0,,,,,,,,,,,,,,,,,,,,,,,,
100133010012,월송2제,섬강,국가,좌,강원도 원주시,24,270,강원도 원주시,26,35,1942,5720,75.32~77.08,,,1:2.0,,,,,,,,,,,,,,,,,,,,,,,,
100133010013,옥계1제,섬강,국가,좌,강원도 원주시,28,225,강원도 원주시,28,645,468,5720,81.69~81.92,,,1:2.0,,,,,,,,,,,,,,,,,,,,,,,,
100133010014,무장제,섬강,국가,좌,강원도 원주시,30,460,강원도 원주시,34,170,3716,,83.98~88.36,,,1:2.0,,,,,,,,,,,,,,,,,,,,,,,,
100133010015,장양1제,섬강,국가,좌,강원도 원주시,38,964,강원도 원주시,40,544,1761,4040,95.21~96.59,,,1:3.0,,,,,,,,,,,,,,,,,,,,,,,,
100133010016,장양2제,섬강,국가,좌,강원도 원주시,40,544,강원도 원주시,41,30,488,4040,96.96~97.59,,,1:3.0,,,,,,,,,,,,,,,,,,,,,,,,
100133010017,소초제,섬강,국가,좌,강원도 원주시,41,132,강원도 원주시,44,724,3523,3760,97.67~102.46,,,1:2.0,,,,,,,,,,,,,,,,,,,,,,,,
100133010018,둔둔제,섬강,국가,좌,강원도 원주시,44,724,강원도 원주시,45,127,437,3760,102.74~102.82,,,1:3.0,,,,,,,,,,,,,,,,,,,,,,,,
100133010019,곡교제,섬강,국가,좌,강원도 횡성군,45,664,강원도 횡성군,46,493,855,3760,103.42~104.37,,,1:2.0,,,,,,,,,,,,,,,,,,,,,,,,
