bankcd,banknm,rivnm,rivdv,banklr,staddr,stchm,stchs,edaddr,edchm,edchs,len,plfwv,plfwl,plrivwith,bankwith,inslp,outslp,sttmx,sttmy,edtmx,edtmy,outstn,instn,gatecnt,pgatecnt,pipecnt,pumtcnt,bodysf,etcsf,mngrdtp,bkrdtp,hgebmttp,hgebmtst,bedtp,bedst,lwebmttp,lwebmtst,waystn,crstp,bedsoil
402072010008,세심2제,후곡천,지방2급,좌,전라북도 임실군 삼계면 세심리,34,100,전라북도 임실군 삼계면 봉현리,20,90,2810,,120.87-156.49,22-57,,,,,,,,,,,,,,,,,,,,,,,,,,
402073010000,홍곡3제,유천,지방2급,좌,전라북도 임실군 삼계면,1,336,전라북도 임실군 삼계면,2,35,699,,,,4,1:2.0,1;2.0,,,,,,,,,,,,,,,,,,,,,,,
402073010001,삼계1제,유천,지방2급,좌,전라북도 임실군 삼계면,2,35,전라북도 임실군 삼계면,2,838,803,,,,4,1:2.0,1;2.0,,,,,,,,,,,,,,,,,,,,,,,
402073020000,홍곡1제,유천,지방2급,우,전라북도 임실군 삼계면,0,0,전라북도 임실군 삼계면,0,850,850,,,,4,1:2.0,1;2.5,,,,,,,,,,,,,,,,,,,,,,,
402073020001,홍곡2제,유천,지방2급,우,전라북도 임실군 삼계면,0,855,전라북도 임실군 삼계면,2,265,1410,,,,4,1:2.0,1;2.0,,,,,,,,,,,,,,,,,,,,,,,
402073020002,삼계2제,유천,지방2급,우,전라북도 임실군 삼계면,2,265,전라북도 임실군 삼계면,2,983,719,,,,4,1:2.0,1;2.0,,,,,,,,,,,,,,,,,,,,,,,
402075010000,괴정제,수홍천,지방2급,좌,전라북도 순창군 적성면 괴정리,15,0,전라북도 순창군 적성면 괴정리,10,30,470,90,89.78-93.61,22-33,3,,,,,,,,,,,,,,,,,,,,,,,,,
402076010000,지북좌1제,심초천,지방2급,좌,전라북도 순창군 적성면 지북리,9,50,전라북도 순창군 적성면 운임리,0,0,950,,79.72-79.72,,3,,,,,,,,,,,,,,,,,,,,,,,,,
402076010001,지북우제,심초천,지방2급,좌,전라북도 순창군 적성면 지북리,14,70,전라북도 순창군 적성면 지북리,2,25,1245,,79.72-83.27,42,3,,,,,,,,,,,,,,,,,,,,,,,,,
402076010002,지북좌3제,심초천,지방2급,좌,전라북도 순창군 적성면 지북리,19,20,전라북도 순창군 적성면 지북리,15,80,340,227,83.46-84.63,40,3,,,,,,,,,,,,,,,,,,,,,,,,,
402076010003,지북우6제,심초천,지방2급,좌,전라북도 순창군 적성면 지북리,20,65,전라북도 순창군 적성면 지북리,19,20,145,27,84.63-86.66,40,3,,,,,,,,,,,,,,,,,,,,,,,,,
402076010004,대산좌1제,심초천,지방2급,좌,전라북도 순창군 적성면 대산리,33,50,전라북도 순창군 적성면 대산리,23,85,965,185,87.65-94.00,,3,,,,,,,,,,,,,,,,,,,,,,,,,
402076010005,대산우1제,심초천,지방2급,좌,전라북도 순창군 인계면 세룡리,38,0,전라북도 순창군 적성면 대산리,33,40,460,185,93.96-96.88,,3,,,,,,,,,,,,,,,,,,,,,,,,,
402076010006,세룡좌제,심초천,지방2급,좌,전라북도 순창군 인계면 세룡리,47,45,전라북도 순창군 인계면 세룡리,33,50,1395,185,94.00-102.87,30,3,,,,,,,,,,,,,,,,,,,,,,,,,
402076010007,마흘우제,심초천,지방2급,좌,전라북도 순창군 인계면 마흘리,54,0,전라북도 순창군 인계면 세룡리,43,0,1100,,100.74-111.25,20-30,3,,,,,,,,,,,,,,,,,,,,,,,,,
402076010008,마흘좌제,심초천,지방2급,좌,전라북도 순창군 인계면 마흘리,59,0,전라북도 순창군 인계면 마흘리,47,45,1155,,102.87-118.16,20-30,3,,,,,,,,,,,,,,,,,,,,,,,,,
402079010000,산동지구,덕진천,지방2급,좌,전라북도 순창군,0,0,전라북도 순창군,1,90,205,149,103.95 ~ 104.37,24 ~ 39,4,,1;2.5,,,,,,,,,,,,,,,,,,,,,,,
402079010001,덕천2지구,덕진천,지방2급,좌,전라북도 순창군,2,0,전라북도 순창군,13,51,1165,,104.37 ~ 111.16,11 ~ 19,4,,1;2.5,,,,,,,,,,,,,,,,,,,,,,,
402079010002,창덕보축1지구,덕진천,지방2급,좌,전라북도 순창군,25,37,전라북도 순창군,26,0,65,,,,10,,1;2.0,,,,,,,,,,,,,,,,,,,,,,,
402079010003,창덕고호지구,덕진천,지방2급,좌,전라북도 순창군,26,0,전라북도 순창군,29,37,200,,,,,,1;2.0,,,,,,,,,,,,,,,,,,,,,,,
402079010004,창덕보축2지구,덕진천,지방2급,좌,전라북도 순창군,29,57,전라북도 순창군,31,55,340,,,,,,1;0.5,,,,,,,,,,,,,,,,,,,,,,,
402079020000,덕천1지구,덕진천,지방2급,우,전라북도 순창군,1,0,전라북도 순창군,3,3,210,,104.28 ~ 104.67,11 ~ 39,4,,1;2.0,,,,,,,,,,,,,,,,,,,,,,,
402079020001,창덕1지구,덕진천,지방2급,우,전라북도 순창군,12,23,전라북도 순창군,15,86,360,60,109.88 ~ 113.21,10 ~ 18,4,,1;2.0,,,,,,,,,,,,,,,,,,,,,,,
402079020002,창덕2지구,덕진천,지방2급,우,전라북도 순창군,18,71,전라북도 순창군,19,93,140,33,116.17 ~ 119.22,9 ~ 17,4,,1;2.0,,,,,,,,,,,,,,,,,,,,,,,
402079020003,창덕3지구,덕진천,지방2급,우,전라북도 순창군,20,6,전라북도 순창군,29,374,930,,119.26 ~ 144.03,4 ~ 12,4,,1;2.0,,,,,,,,,,,,,,,,,,,,,,,
402079020004,창덕4지구,덕진천,지방2급,우,전라북도 순창군,29,57,전라북도 순창군,31,26,165,11,144.03 ~ 149.62,2 ~ 4,,,1:1.8~1:2.1,,,,,,,,,,,,,,,,,,,,,,,
402088010000,1제,운곡천,지방2급,좌,전라남도 곡성군 옥과면 운곡리,12,100,전라남도 곡성군 오산면 연화리,0,0,2500,75,90.43-100.68,13-20,3,,,,,,,,,,,,,,,,,,,,,,,,,
402088010001,2제,운곡천,지방2급,좌,전라남도 곡성군 옥과면 운곡리,12,100,전라남도 곡성군 오산면 연화리,0,0,2500,75,90.43-100.68,13-20,3,,,,,,,,,,,,,,,,,,,,,,,,,
402089010000,설옥좌2제,설옥천,지방2급,좌,전남 곡성군 옥과면,9,0,전남 곡성군 옥과면,21,0,1200,82,100.94-114.91,20-25,,,,,,,,,,,,,,,,,,,,,,,,,,
402089010001,설옥좌3제,설옥천,지방2급,좌,전남 곡성군 옥과면,23,0,전남 곡성군 옥과면,32,70,970,68,117.85-130.03,10-20,,,,,,,,,,,,,,,,,,,,,,,,,,
402089010002,-,설옥천,지방2급,좌,전남 곡성군 옥과면,31,0,전남 곡성군 옥과면,31,90,90,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
402089010003,-,설옥천,지방2급,좌,전남 곡성군 옥과면,32,0,전남 곡성군 옥과면,32,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402089020000,설옥우2제,설옥천,지방2급,우,전남 곡성군 옥과면,9,0,전남 곡성군 옥과면,15,30,630,82,106.90-100.94,25,,,,,,,,,,,,,,,,,,,,,,,,,,
402089020001,설옥우3제,설옥천,지방2급,우,전남 곡성군 옥과면,19,70,전남 곡성군 옥과면,24,85,515,82,113.46-119.72,47-54,,,,,,,,,,,,,,,,,,,,,,,,,,
402090010000,삼기천좌안1제,삼기천,지방2급,좌,전라남도 곡성군,58,83,전라남도 곡성군,65,83,1400,,150.05~138.16,,4,,1:1.9~1:2.0,,,,,,,,,,,,,,,,,,,,,,,
402090020000,삼기천우안1제,삼기천,지방2급,우,전라남도 곡성군,58,83,전라남도 곡성군,65,83,1400,,150.05~138.16,,4,,1:1.6~1:4.5,,,,,,,,,,,,,,,,,,,,,,,
402091010000,금반좌안1제,금반천,지방2급,좌,전라남도 곡성군 삼기면 금반리,0,0,전라남도 곡성군 삼기면 농소리,3,0,2780,,131.93-140.67,10-23,,,,,,,,,,,,,,,,,,,,,,,,,,
402091010001,금반좌안2제,금반천,지방2급,좌,전라남도 곡성군 삼기면 금반리,3,0,전라남도 곡성군 삼기면 금반리,4,195,395,,140.67-148.87,11-15,1,,,,,,,,,,,,,,,,,,,,,,,,,
402091010002,금반좌안3제,금반천,지방2급,좌,전라남도 곡성군 삼기면 금반리,4,195,전라남도 곡성군 삼기면 금반리,6,190,395,41,148.87-158.12,4-23,5,,,,,,,,,,,,,,,,,,,,,,,,,
402091020000,금반우안1제,금반천,지방2급,우,전라남도 곡성군 삼기면 금반리,0,0,전라남도 곡성군 삼기면 농소리,3,0,600,,131.93-140.67,10-23,,,,,,,,,,,,,,,,,,,,,,,,,,
402091020001,금반우안2제,금반천,지방2급,우,전라남도 곡성군 삼기면 금반리,3,0,전라남도 곡성군 삼기면 금반리,4,195,395,,140.67-148.87,11-15,5,,,,,,,,,,,,,,,,,,,,,,,,,
402091020002,금반우안3제,금반천,지방2급,우,전라남도 곡성군 삼기면 금반리,4,195,전라남도 곡성군 삼기면 금반리,6,190,395,41,148.87-158.12,4-23,1,,,,,,,,,,,,,,,,,,,,,,,,,
402094010000,상덕좌안1제,상덕천,지방2급,좌,전라남도 곡성군 겸면 괴정리,0,0,전라남도 곡성군 겸면 괴정리,5,50,1050,,108.21-124.41,8-23,6,,,,,,,,,,,,,,,,,,,,,,,,,
402094010001,상덕좌안2제,상덕천,지방2급,좌,전라남도 곡성군 겸면 괴정리,5,5,전라남도 곡성군 겸면 괴정리,9,164,914,44,124.41-153.27,6-18,6,,,,,,,,,,,,,,,,,,,,,,,,,
402094020000,상덕우안1제,상덕천,지방2급,우,전라남도 곡성군 겸면 상덕리,0,0,전라남도 곡성군 겸면 송강리,2,100,500,,108.21-114.78,10-23,1,,,,,,,,,,,,,,,,,,,,,,,,,
402094020001,상덕우안2제,상덕천,지방2급,우,전라남도 곡성군 겸면 상덕리,3,15,전라남도 곡성군 겸면 상덕리,5,50,300,,118.03-124.41,8-20,1,,,,,,,,,,,,,,,,,,,,,,,,,
402094020002,상덕우안3제,상덕천,지방2급,우,전라남도 곡성군 겸면 상덕리,5,5,전라남도 곡성군 겸면 상덕리,9,164,914,44,124.48-153.27,6-18,,,,,,,,,,,,,,,,,,,,,,,,,,
402096010000,입좌1제,입천,지방2급,좌,전라남도 곡성군 입면 서봉리,7,100,전라남도 곡성군 입면 제월리,0,0,1500,373,69.74-69.74,60-75,3,,,,,,,,,,,,,,,,,,,,,,,,,
402096010001,입좌2제,입천,지방2급,좌,전라남도 곡성군 입면 대월리,14,30,전라남도 곡성군 입면 서봉리,7,130,1050,235,69.74-78.68,40-45,3,,,,,,,,,,,,,,,,,,,,,,,,,
402096010002,입좌3제,입천,지방2급,좌,전라남도 곡성군 입면 매월리,17,120,전라남도 곡성군 입면 흑석리,16,90,230,119,87.88-91.86,24-40,3,,,,,,,,,,,,,,,,,,,,,,,,,
402096010003,입좌4제,입천,지방2급,좌,전라남도 곡성군 입면 약천리,30,95,전라남도 곡성군 입면 약천리,25,40,1055,58,128.00-164.79,5-14,3,,,,,,,,,,,,,,,,,,,,,,,,,
402096010004,입우1제,입천,지방2급,좌,전라남도 곡성군 입면 흑석리,20,80,전라남도 곡성군 입면 제월리,0,0,4080,373,69.74-102.32,24-75,3,,,,,,,,,,,,,,,,,,,,,,,,,
402096010005,입우2제,입천,지방2급,좌,전라남도 곡성군 입면 약천리,30,95,전라남도 곡성군 입면 약천리,25,40,1055,58,128.00-164.79,5-14,3,,,,,,,,,,,,,,,,,,,,,,,,,
402097010000,창정좌제,창정천,지방2급,좌,전라남도 곡성군 입면 서봉리,0,0,전라남도 곡성군 겸면 마전리,20,170,4170,,69.69-85.04,,3,01:02.0,01:02.0,,,,,,,,,,,,,,,,,,,,,,,
402097020000,창정우제,창정천,지방2급,우,전라남도 곡성군 입면 서봉리,0,0,전라남도 곡성군 겸면 마전리,20,170,4170,,69.69-85.04,,3,01:02.0,01:02.0,,,,,,,,,,,,,,,,,,,,,,,
402098010000,사석1제,송대천,지방2급,좌,전라북도 남원시 대강면 사석리,3,90,전라북도 남원시 대강면 사석리,0,0,390,175,68.19-68.27,43.5-55.5,,,,,,,,,,,,,,,,,,,,,,,,,,
402098010001,사석2제,송대천,지방2급,좌,전라북도 남원시 대강면 사석리,13,0,전라북도 남원시 대강면 사석리,4,27,873,160,68.29-69.87,29-37,,,,,,,,,,,,,,,,,,,,,,,,,,
402098010002,사석3제,송대천,지방2급,좌,전라북도 남원시 대강면 사석리,13,59,전라북도 남원시 대강면 사석리,0,0,1359,,68.19-70.04,27.5-55.5,,,,,,,,,,,,,,,,,,,,,,,,,,
402098010003,강석1제,송대천,지방2급,좌,전라북도 남원시 대강면 송대리,31,46,전라북도 남원시 대강면 사석리,13,0,1846,,69.87-82.81,16-31,,,,,,,,,,,,,,,,,,,,,,,,,,
402098010004,강석2제,송대천,지방2급,좌,전라북도 남원시 대강면 사석리,25,23,전라북도 남원시 대강면 사석리,24,70,53,85,76.64-76.74,20,,,,,,,,,,,,,,,,,,,,,,,,,,
402098010005,송대1제,송대천,지방2급,좌,전라북도 남원시 대강면 송대리,45,50,전라북도 남원시 대강면 송대리,31,46,1404,,82.81-97.22,13-20.5,,,,,,,,,,,,,,,,,,,,,,,,,,
402098010006,송대2제,송대천,지방2급,좌,전라북도 남원시 대강면 송대리,35,77,전라북도 남원시 대강면 송대리,34,43,134,45,85.00-87.09,15-18,1,,,,,,,,,,,,,,,,,,,,,,,,,
402098010007,송대3제,송대천,지방2급,좌,전라북도 남원시 대강면 송대리,42,32,전라북도 남원시 대강면 송대리,39,32,300,,92.14-93.94,15-18.5,3,,,,,,,,,,,,,,,,,,,,,,,,,
402108010000,식정좌1지구,갈치천,지방2급,좌,전라북도 남원시 갈치동,2,99,전라북도 남원시 식정동,0,70,429,51,121.52-122.25,20,,,,,,,,,,,,,,,,,,,,,,,,,,
402108010001,식정우1지구,갈치천,지방2급,좌,전라북도 남원시 갈치동,2,99,전라북도 남원시 식정동,0,70,429,51,121.52-122.25,20,,,,,,,,,,,,,,,,,,,,,,,,,,
402108010002,식정좌2지구,갈치천,지방2급,좌,전라북도 남원시 갈치동,4,109,전라북도 남원시 갈치동,2,112,397,51,122.38-124.18,20,,,,,,,,,,,,,,,,,,,,,,,,,,
402108010003,식정우2지구,갈치천,지방2급,좌,전라북도 남원시 갈치동,4,109,전라북도 남원시 갈치동,2,112,397,51,122.38-124.18,20,,,,,,,,,,,,,,,,,,,,,,,,,,
402109010000,고죽1지구,고죽천,지방2급,좌,전라북도 남원시 도통동,6,70,전라북도 남원시 월락동,3,30,640,38,111.24-118.08,15,,,,,,,,,,,,,,,,,,,,,,,,,,
402109010001,고죽2지구,고죽천,지방2급,좌,전라북도 남원시 고죽동,12,80,전라북도 남원시 고죽동,11,130,150,34,129.96-133.22,15,,,,,,,,,,,,,,,,,,,,,,,,,,
402109010002,고죽3지구,고죽천,지방2급,좌,전라북도 남원시 고죽동,12,80,전라북도 남원시 고죽동,11,130,150,34,129.96-133.22,15,,,,,,,,,,,,,,,,,,,,,,,,,,
402111010000,서곡좌안2제,효촌천,지방2급,좌,전라북도 남원시 이백면 효기리,3,55,전라북도 남원시 이백면 초촌리,0,0,655,113,138.13-145.78,40-70,3,,,,,,,,,,,,,,,,,,,,,,,,,
402111010001,서곡우안제,효촌천,지방2급,좌,전라북도 남원시 이백면 서곡리,1,30,전라북도 남원시 이백면 서곡리,0,0,230,113,138.13-139.96,29-70,3,,,,,,,,,,,,,,,,,,,,,,,,,
402115010000,광치고호좌1지구,광치천,지방2급,좌,전라북도 남원시,0,70.4,전라북도 남원시,5,21,591,,,,4,,1:1.5~1:2.6,,,,,,,,,,,,,,,,,,,,,,,
402115010001,광치고호좌2지구,광치천,지방2급,좌,전라북도 남원시,5,21,전라북도 남원시,14,10.3,889,,,,4,,1:1.9~1:2.7,,,,,,,,,,,,,,,,,,,,,,,
402115010002,광치고호좌3지구,광치천,지방2급,좌,전라북도 남원시,14,10.3,전라북도 남원시,19,32.5,522,,,,4,,1:1.7~1:3.5,,,,,,,,,,,,,,,,,,,,,,,
402115010003,광치좌1지구,광치천,지방2급,좌,전라북도 남원시,19,32.5,전라북도 남원시,22,39.9,307,,,,4,1:2.0,1:0.5~1:5.0,,,,,,,,,,,,,,,,,,,,,,,
402115020000,광치고호우1지구,광치천,지방2급,우,전라북도 남원시,0,70.4,전라북도 남원시,5,21,591,,,,4,,1:1.7~1:6.6,,,,,,,,,,,,,,,,,,,,,,,
402115020001,광치고호우2지구,광치천,지방2급,우,전라북도 남원시,5,21,전라북도 남원시,14,10.3,889,,,,4,,1:1.5~1:2.6,,,,,,,,,,,,,,,,,,,,,,,
402115020002,광치고호우3지구,광치천,지방2급,우,전라북도 남원시,14,10.3,전라북도 남원시,19,32.5,522,,,,4,,1:1.8~1:3.2,,,,,,,,,,,,,,,,,,,,,,,
402115020003,광치고호우4지구,광치천,지방2급,우,전라북도 남원시,19,32.5,전라북도 남원시,22,39.9,307,,,,4,,1:0.5~1:1.0,,,,,,,,,,,,,,,,,,,,,,,
402116010002,광치4제,율치천,지방2급,좌,전라북도 남원시 광치동,11,60,전라북도 남원시 광치동,15,35,375,,132.45-136.94,12.0-18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
402116020000,용정2제,율치천,지방2급,우,전라북도 남원시 용정동,0,0,전라북도 남원시 용정동,4,40,440,40,119.91-124.73,18.0-25.0,,,,,,,,,,,,,,,,,,,,,,,,,,
402116020001,광치2제,율치천,지방2급,우,전라북도 남원시 광치동,4,80,전라북도 남원시 광치동,8,10,330,40,124.81-128.22,17.0-28.0,,,,,,,,,,,,,,,,,,,,,,,,,,
402116020002,광치3제,율치천,지방2급,우,전라북도 남원시 광치동,8,80,전라북도 남원시 광치동,12,85,405,40,129.01-133.8,13.0-26.0,,,,,,,,,,,,,,,,,,,,,,,,,,
402116020003,광치5제,율치천,지방2급,우,전라북도 남원시 광치동,13,0,전라북도 남원시 광치동,15,35,235,20,134.04-136.94,12.0-18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
402117010000,내척1지구,내척천,지방2급,좌,전라북도 남원시 용정동,4,50,전라북도 남원시 용정동,3,150,100,70,123.02-123.68,20,,,,,,,,,,,,,,,,,,,,,,,,,,
402118010000,중동1제,옥률천,지방2급,좌,전라북도 남원시 주생면 중동리,10,19,전라북도 남원시 주생면 중동리,0,60,959,215,79.58-80.90,75-286.5,,,,,,,,,,,,,,,,,,,,,,,,,,
402118010001,지당1제,옥률천,지방2급,좌,전라북도 남원시 주생면 지당리,4,44,전라북도 남원시 주생면 지당리,0,60,384,215,79.58-79.82,67-286.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,
402118010002,지당2제,옥률천,지방2급,좌,전라북도 남원시 주생면 정송리,15,2,전라북도 남원시 주생면 지당리,10,19,483,195,80.90-82.35,46.5-75,3,,,,,,,,,,,,,,,,,,,,,,,,,
402118010003,중동2제,옥률천,지방2급,좌,전라북도 남원시 주생면 중동리,15,67,전라북도 남원시 주생면 중동리,10,23,544,195,80.95-82.41,42-71,5.5,,,,,,,,,,,,,,,,,,,,,,,,,
402118010004,상동제,옥률천,지방2급,좌,전라북도 남원시 대산면 수덕리,25,12,전라북도 남원시 주생면 중동리,15,67,945,195,82.41-84.96,42-64,5.5,,,,,,,,,,,,,,,,,,,,,,,,,
402118010005,정송제,옥률천,지방2급,좌,전라북도 남원시 대산면 수덕리,25,12,전라북도 남원시 주생면 정송리,17,82,730,195,83.16-84.96,49.5-64,4,,,,,,,,,,,,,,,,,,,,,,,,,
402118010006,수덕1제,옥률천,지방2급,좌,전라북도 남원시 대산면 수덕리,40,24,전라북도 남원시 대산면 수덕리,25,12,1512,,84.96-90.11,31.5-58,,,,,,,,,,,,,,,,,,,,,,,,,,
402118010007,수덕2제,옥률천,지방2급,좌,전라북도 남원시 대산면 수덕리,40,24,전라북도 남원시 대산면 수덕리,25,12,1512,,84.96-80.11,31.5-58,,,,,,,,,,,,,,,,,,,,,,,,,,
402118010008,수덕3제,옥률천,지방2급,좌,전라북도 남원시 대산면 수덕리,51,11,전라북도 남원시 대산면 수덕리,40,24,1087,,90.11-93.86,31.5-57,,,,,,,,,,,,,,,,,,,,,,,,,,
402118010009,수덕4제,옥률천,지방2급,좌,전라북도 남원시 대산면 수덕리,48,71,전라북도 남원시 대산면 수덕리,40,24,847,185,90.11-93.18,31.5-54,,,,,,,,,,,,,,,,,,,,,,,,,,
402118010010,운교좌안1제,옥률천,지방2급,좌,전라북도 남원시 대산면 운교리,60,8,전라북도 남원시 대산면 수덕리,51,11,897,,93.86-97.64,32-57,,,,,,,,,,,,,,,,,,,,,,,,,,
402118010011,운교우안1제,옥률천,지방2급,좌,전라북도 남원시 대산면 운교리,58,3,전라북도 남원시 대산면 신계리,49,55,848,155,93.41-97.15,36.5-57,,,,,,,,,,,,,,,,,,,,,,,,,,
402118010012,운교우안2제,옥률천,지방2급,좌,전라북도 남원시 대산면 운교리,64,80,전라북도 남원시 대산면 운교리,58,66,614,110,97.32-100.28,32-39,,,,,,,,,,,,,,,,,,,,,,,,,,
402118010013,옥전제,옥률천,지방2급,좌,전라북도 남원시 대산면 옥률리,68,95,전라북도 남원시 대산면 운교리,60,8,887,,97.64-103.12,22-39,,,,,,,,,,,,,,,,,,,,,,,,,,
402118010014,복정제,옥률천,지방2급,좌,전라북도 남원시 대산면 운교리,68,95,전라북도 남원시 대산면 운교리,65,0,395,,100.35-103.12,22-35.5,3,,,,,,,,,,,,,,,,,,,,,,,,,
402118010015,율정제,옥률천,지방2급,좌,전라북도 남원시 대산면 옥률리,80,61,전라북도 남원시 대산면 옥률리,68,95,1166,65,103.12-114.33,15-35,7,,,,,,,,,,,,,,,,,,,,,,,,,
402118010016,분터동제,옥률천,지방2급,좌,전라북도 남원시 대산면 옥률리,80,61,전라북도 남원시 대산면 옥률리,69,40,1121,65,103.20-114.33,15-35,3,,,,,,,,,,,,,,,,,,,,,,,,,
402120010000,신평1제,송내천,지방2급,좌,전라북도 남원시 송동면 신평리,12,40,전라북도 남원시 송동면 신평리,0,0,1240,170,72.74-76.54,34.9-59,,,,,,,,,,,,,,,,,,,,,,,,,,
402120010001,신평2제,송내천,지방2급,좌,전라북도 남원시 송동면 신평리,8,30,전라북도 남원시 송동면 신평리,0,0,830,170,72.74-75.02,39-59,,,,,,,,,,,,,,,,,,,,,,,,,,
402120010002,신평3제,송내천,지방2급,좌,전라북도 남원시 송동면 신평리,23,0,전라북도 남원시 송동면 신평리,9,0,1400,170,75.24-83.18,24.5-39,,,,,,,,,,,,,,,,,,,,,,,,,,
402120010003,신평4제,송내천,지방2급,좌,전라북도 남원시 송동면 신평리,21,0,전라북도 남원시 송동면 신평리,12,55,845,115,76.54-82.25,24.5-34.9,,,,,,,,,,,,,,,,,,,,,,,,,,
402120010004,송내1제,송내천,지방2급,좌,전라북도 남원시 송동면 송내리,37,0,전라북도 남원시 송동면 송내리,21,0,1600,85,82.25-93.06,13.5-23.5,,,,,,,,,,,,,,,,,,,,,,,,,,
402120010005,송내2제,송내천,지방2급,좌,전라북도 남원시 송동면 송내리,38,0,전라북도 남원시 송동면 송내리,23,0,1500,85,83.13-93.49,13.5-23.5,,,,,,,,,,,,,,,,,,,,,,,,,,
402120010006,사촌1제,송내천,지방2급,좌,전라북도 남원시 송동면 사촌리,48,55,전라북도 남원시 송동면 사촌리,37,0,1155,31,93.06-110.97,2-13.5,,,,,,,,,,,,,,,,,,,,,,,,,,
402120010007,사촌2제,송내천,지방2급,좌,전라북도 남원시 송동면 사촌리,41,0,전라북도 남원시 송동면 사촌리,37,0,400,31,93.06-97.33,6.3-13.5,,,,,,,,,,,,,,,,,,,,,,,,,,
402120010008,사촌3제,송내천,지방2급,좌,전라북도 남원시 송동면 사촌리,48,55,전라북도 남원시 송동면 사촌리,45,0,355,6.3,102.63-110.97,2-10.5,,,,,,,,,,,,,,,,,,,,,,,,,,
402121010000,신평5제,장구천,지방2급,좌,전라북도 남원시 송동면 신평리,8,0,전라북도 남원시 송동면 신평리,0,0,800,75,77.04-81.41,16-17.8,,,,,,,,,,,,,,,,,,,,,,,,,,
402121010001,신평6제,장구천,지방2급,좌,전라북도 남원시 송동면 신평리,10,40,전라북도 남원시 송동면 신평리,0,0,1040,75,77.04-83.52,16.5-50,,,,,,,,,,,,,,,,,,,,,,,,,,
402121010002,흑송1제,장구천,지방2급,좌,전라북도 남원시 송동면 흑송리,19,0,전라북도 남원시 송동면 흑송리,8,0,1100,66,81.41-88.64,17.8-21.5,,,,,,,,,,,,,,,,,,,,,,,,,,
402121010003,흑송2제,장구천,지방2급,좌,전라북도 남원시 송동면 흑송리,21,0,전라북도 남원시 송동면 흑송리,10,40,1060,66,83.52-89.91,16.5-17,,,,,,,,,,,,,,,,,,,,,,,,,,
402121010004,흑송3제,장구천,지방2급,좌,전라북도 남원시 송동면 흑송리,24,0,전라북도 남원시 송동면 흑송리,21,40,260,61,90.57-91.58,17-20,,,,,,,,,,,,,,,,,,,,,,,,,,
402121010005,장국1제,장구천,지방2급,좌,전라북도 남원시 송동면 장국리,28,0,전라북도 남원시 송동면 장국리,24,0,400,50,91.85-96.00,17-18.5,,,,,,,,,,,,,,,,,,,,,,,,,,
402121010006,장국2제,장구천,지방2급,좌,전라북도 남원시 송동면 장국리,29,0,전라북도 남원시 송동면 장국리,24,0,500,50,91.85-97.45,17-24.5,,,,,,,,,,,,,,,,,,,,,,,,,,
402126010000,뇌죽1,뇌죽천,지방2급,좌,전라남도 곡성군 고달면 뇌죽리,8,100,전라남도 곡성군 고달면 뇌죽리,0,0,1620,,64.06~47.84,14~20,4,,,,,,,,,,,,,,,,,,,,,,,,,
402126010001,뇌죽3,뇌죽천,지방2급,좌,전라남도 곡성군 고달면 뇌죽리,12,67,전라남도 곡성군 고달면 뇌죽리,8,153,603,,83.57~54.69,14,4,,,,,,,,,,,,,,,,,,,,,,,,,
402126020000,뇌죽2,뇌죽천,지방2급,우,전라남도 곡성군 고달면 뇌죽리,1,90,전라남도 곡성군 고달면 뇌죽리,0,0,380,45,51.55~47.84,16`20,4,,,,,,,,,,,,,,,,,,,,,,,,,
402126020001,뇌죽4,뇌죽천,지방2급,우,전라남도 곡성군 고달면 뇌죽리,6,109.5,전라남도 곡성군 고달면 뇌죽리,1,159.5,990,,61.37~52.00,16,4,,,,,,,,,,,,,,,,,,,,,,,,,
402126020002,뇌죽5,뇌죽천,지방2급,우,전라남도 곡성군 고달면 뇌죽리,12,67,전라남도 곡성군 고달면 뇌죽리,6,187.5,1296,,83.57~61.41,14~16,4,,,,,,,,,,,,,,,,,,,,,,,,,
402127010000,고구2,고달천,지방2급,좌,전라남도 곡성군 고달면 목동리,0,,전라남도 곡성군 고달면 목동리,2,,400,95,52.75,,3,1:02,1:02,,,,,,,,,,,,,,,,,,,,,,,
402127020000,고구1,고달천,지방2급,우,전라남도 곡성군 고달면 목동리,0,,전라남도 곡성군 고달면 목동리,2,,400,95,52.75,,3,1:02,1:02,,,,,,,,,,,,,,,,,,,,,,,
402128010000,곡성좌안1제,곡성천,지방2급,좌,전라남도 곡성군 곡성읍 구원리,2,96,전라남도 곡성군 곡성읍 월봉리,0,0,296,165,68.63-70.59,,3,,,,,,,,,,,,,,,,,,,,,,,,,
402128010001,곡성좌안2제,곡성천,지방2급,좌,전라남도 곡성군 곡성읍 구원리,31,6,전라남도 곡성군 곡성읍 구원리,3,88,2718,,72.26-180.13,,3,,,,,,,,,,,,,,,,,,,,,,,,,
